Class,Ratings,Reviews
1,5,"I first used the Snark when I borrowed a friends before a show, and I thought it was the coolest thing in the world. He used it to tune his acoustic electric, and at first I thought it was working off of sound, but then I put it on the headstock of my unplugged electric, and it picked it up instantly, and tuned it perfectly. I couldn't beleive it. I had to have one. I ordered the one that is capable of both miced tuning, and vibration tuning, as well has having the tap beat metronome, and I am in love with it. It's SO sensitive, and so accurate, you can turn the mic off, and use it to tune your electric guitar in a VERY loud room, and it won't pick up ambient noises. LOVE IT LOVE IT LOVE IT. I recommend this to ALL musicians. The mic feature would be useful on your music stand, or attached to your trumpet, tuba, saxophone, whatever... clamp it on, and play. Absolutely awesome."
0,3,Works fine. It is of course difficult to tune when other's are playing around you. I found the mic tuner isn't as accurate. Also the rubber pad on the clamp falls off easily. It is better than most other clip on tuners though and the battery lasts longer too.
1,5,I am impressed at the thought that was put into the design of this product; I bought one for my daughter and one for me; great deal for a great product!
1,5,"This is the second one i buy and i love it, is small, fast and accurate , best of all, you don't need to have the volume knob open for tuning, i bough this one as a birthday present for a friend and i know is inexpensive, but it feel quality and does it job perfectly , my friend love it above all the other gift, it is a everyday use tool for a musician."
1,5,"I was using my iPhone and line 6 input but having to plug in can be a drag when you're no where near your gear. But hands down this is the most accurate, easy to use, and most portable tuner ever. I use it for all mu guitars, bass, mandolin, banjo, etc. I bought two more, you will love this tuner."
1,4,"This is a great tuner, I just wish that the clamp was a little bit wider since I mostly have classical guitars and the width of the headstocks can be a little thicker than steel string acoustics or electric guitars.  Other than that, works great I like using it."
1,4,Very nice clip on tuner for the price.I actually got this as a gift for a friend and they seem to really like it.
0,3,"This tuner is amazing, even more so considering the price. It's chromatic, so it will tune anything! I tune electric and acoustic guitars, bass, ukulele and mandolin with it! I've bought three for gifts... It's great.Sooooo, everything I said initially is still true... It's a fantastic little tuner... BUT I've broken two of them. (Where the clip attaches to the tuner - as in a multitude of other reviews...)This tuner *is* amazing... But fragile!"
1,5,I wanted the version of this device with the built-in microphone to be able to check my singing accuracy as well as to tune my guitar. Maybe I should just change the guitar pitch to my off-pitch singing and I could finally achieve perfect harmony! I like everything about it especially (I think) it's ability to turn itself off after use if you forget to do so and save the battery life. A well designed device.
1,5,"Love the Snark SN-2. Works well on my bass, and does a beautiful job on both acoustic and electric guitars. Tight tuning and easily used. Very good product overall, not to mention the reasonable price.Buy it."
1,5,It does what a guitar tuner should do.It simply clips onto the headstock of the guitar and easily shows you where your string is in reference to standard tuning.I do have an equally good tuner by monoprice that's about half price. Better deal if you don't just buy one and have to pay single shipping.
